file_name,class,id,race,mask,gender,age
000005_female_Asian_58/mask4.jpg,4,000005,Asian,mask4,female,58
000005_female_Asian_58/mask5.jpg,4,000005,Asian,mask5,female,58
000005_female_Asian_58/normal.jpg,16,000005,Asian,normal,female,58
000005_female_Asian_58/normal2.jpg,4,000005,Asian,normal2,female,58
000005_female_Asian_58/normal3.jpg,4,000005,Asian,normal3,female,58
000005_female_Asian_58/normal4.jpg,4,000005,Asian,normal4,female,58
000005_female_Asian_58/normal5.jpg,4,000005,Asian,normal5,female,58
000006_female_Asian_59/incorrect_mask.jpg,10,000006,Asian,incorrect_mask,female,59
000006_female_Asian_59/incorrect_mask2.jpg,4,000006,Asian,incorrect_mask2,female,59
000006_female_Asian_59/incorrect_mask3.jpg,4,000006,Asian,incorrect_mask3,female,59
000006_female_Asian_59/incorrect_mask4.jpg,4,000006,Asian,incorrect_mask4,female,59
000006_female_Asian_59/incorrect_mask5.jpg,4,000006,Asian,incorrect_mask5,female,59
000006_female_Asian_59/mask1.jpg,4,000006,Asian,mask1,female,59
000006_female_Asian_59/mask2.jpg,4,000006,Asian,mask2,female,59
000006_female_Asian_59/mask3.jpg,4,000006,Asian,mask3,female,59
000006_female_Asian_59/mask4.jpg,4,000006,Asian,mask4,female,59
000006_female_Asian_59/mask5.jpg,4,000006,Asian,mask5,female,59
000006_female_Asian_59/normal.jpg,16,000006,Asian,normal,female,59
000006_female_Asian_59/normal2.jpg,4,000006,Asian,normal2,female,59
000006_female_Asian_59/normal3.jpg,4,000006,Asian,normal3,female,59
000006_female_Asian_59/normal4.jpg,4,000006,Asian,normal4,female,59
000006_female_Asian_59/normal5.jpg,4,000006,Asian,normal5,female,59
000007_female_Asian_58/incorrect_mask.jpg,10,000007,Asian,incorrect_mask,female,58
000007_female_Asian_58/incorrect_mask2.jpg,4,000007,Asian,incorrect_mask2,female,58
000007_female_Asian_58/incorrect_mask3.jpg,4,000007,Asian,incorrect_mask3,female,58
000007_female_Asian_58/incorrect_mask4.jpg,4,000007,Asian,incorrect_mask4,female,58
000007_female_Asian_58/incorrect_mask5.jpg,4,000007,Asian,incorrect_mask5,female,58
000007_female_Asian_58/mask1.jpg,4,000007,Asian,mask1,female,58
000007_female_Asian_58/mask2.jpg,4,000007,Asian,mask2,female,58
000007_female_Asian_58/mask3.jpg,4,000007,Asian,mask3,female,58
000007_female_Asian_58/mask4.jpg,4,000007,Asian,mask4,female,58
000007_female_Asian_58/mask5.jpg,4,000007,Asian,mask5,female,58
000007_female_Asian_58/normal.jpg,16,000007,Asian,normal,female,58
000007_female_Asian_58/normal2.jpg,4,000007,Asian,normal2,female,58
000007_female_Asian_58/normal3.jpg,4,000007,Asian,normal3,female,58
000007_female_Asian_58/normal4.jpg,4,000007,Asian,normal4,female,58
000007_female_Asian_58/normal5.jpg,4,000007,Asian,normal5,female,58
000008_female_Asian_58/incorrect_mask.jpg,10,000008,Asian,incorrect_mask,female,58
000008_female_Asian_58/incorrect_mask2.jpg,4,000008,Asian,incorrect_mask2,female,58
000008_female_Asian_58/incorrect_mask3.jpg,4,000008,Asian,incorrect_mask3,female,58
000008_female_Asian_58/incorrect_mask4.jpg,4,000008,Asian,incorrect_mask4,female,58
000008_female_Asian_58/incorrect_mask5.jpg,4,000008,Asian,incorrect_mask5,female,58
000008_female_Asian_58/mask1.jpg,4,000008,Asian,mask1,female,58
000008_female_Asian_58/mask2.jpg,4,000008,Asian,mask2,female,58
000008_female_Asian_58/mask3.jpg,4,000008,Asian,mask3,female,58
000008_female_Asian_58/mask4.jpg,4,000008,Asian,mask4,female,58
000008_female_Asian_58/mask5.jpg,4,000008,Asian,mask5,female,58
000008_female_Asian_58/normal.jpg,16,000008,Asian,normal,female,58
000008_female_Asian_58/normal2.jpg,4,000008,Asian,normal2,female,58
000008_female_Asian_58/normal3.jpg,4,000008,Asian,normal3,female,58
000008_female_Asian_58/normal4.jpg,4,000008,Asian,normal4,female,58
000008_female_Asian_58/normal5.jpg,4,000008,Asian,normal5,female,58
000009_female_Asian_56/incorrect_mask.jpg,10,000009,Asian,incorrect_mask,female,56
000009_female_Asian_56/incorrect_mask2.jpg,4,000009,Asian,incorrect_mask2,female,56
000009_female_Asian_56/incorrect_mask3.jpg,4,000009,Asian,incorrect_mask3,female,56
000009_female_Asian_56/incorrect_mask4.jpg,4,000009,Asian,incorrect_mask4,female,56
000009_female_Asian_56/incorrect_mask5.jpg,4,000009,Asian,incorrect_mask5,female,56
000009_female_Asian_56/mask1.jpg,4,000009,Asian,mask1,female,56
000009_female_Asian_56/mask2.jpg,4,000009,Asian,mask2,female,56
000009_female_Asian_56/mask3.jpg,4,000009,Asian,mask3,female,56
000009_female_Asian_56/mask4.jpg,4,000009,Asian,mask4,female,56
000009_female_Asian_56/mask5.jpg,4,000009,Asian,mask5,female,56
000009_female_Asian_56/normal.jpg,16,000009,Asian,normal,female,56
000009_female_Asian_56/normal2.jpg,4,000009,Asian,normal2,female,56
000009_female_Asian_56/normal3.jpg,4,000009,Asian,normal3,female,56
000009_female_Asian_56/normal4.jpg,4,000009,Asian,normal4,female,56
000009_female_Asian_56/normal5.jpg,4,000009,Asian,normal5,female,56
000010_female_Asian_58/incorrect_mask.jpg,10,000010,Asian,incorrect_mask,female,58
000010_female_Asian_58/incorrect_mask2.jpg,4,000010,Asian,incorrect_mask2,female,58
000010_female_Asian_58/incorrect_mask3.jpg,4,000010,Asian,incorrect_mask3,female,58
000010_female_Asian_58/incorrect_mask4.jpg,4,000010,Asian,incorrect_mask4,female,58
000010_female_Asian_58/incorrect_mask5.jpg,4,000010,Asian,incorrect_mask5,female,58
000010_female_Asian_58/mask1.jpg,4,000010,Asian,mask1,female,58
000010_female_Asian_58/mask2.jpg,4,000010,Asian,mask2,female,58
000010_female_Asian_58/mask3.jpg,4,000010,Asian,mask3,female,58
000010_female_Asian_58/mask4.jpg,4,000010,Asian,mask4,female,58
000010_female_Asian_58/mask5.jpg,4,000010,Asian,mask5,female,58
000010_female_Asian_58/normal.jpg,16,000010,Asian,normal,female,58
000010_female_Asian_58/normal2.jpg,4,000010,Asian,normal2,female,58
000010_female_Asian_58/normal3.jpg,4,000010,Asian,normal3,female,58
000010_female_Asian_58/normal4.jpg,4,000010,Asian,normal4,female,58
000010_female_Asian_58/normal5.jpg,4,000010,Asian,normal5,female,58
000012_male_Asian_57/incorrect_mask.jpg,7,000012,Asian,incorrect_mask,male,57
000012_male_Asian_57/incorrect_mask2.jpg,1,000012,Asian,incorrect_mask2,male,57
000012_male_Asian_57/incorrect_mask3.jpg,1,000012,Asian,incorrect_mask3,male,57
000012_male_Asian_57/incorrect_mask4.jpg,1,000012,Asian,incorrect_mask4,male,57
000012_male_Asian_57/incorrect_mask5.jpg,1,000012,Asian,incorrect_mask5,male,57
000012_male_Asian_57/mask1.jpg,1,000012,Asian,mask1,male,57
000012_male_Asian_57/mask2.jpg,1,000012,Asian,mask2,male,57
000012_male_Asian_57/mask3.jpg,1,000012,Asian,mask3,male,57
000012_male_Asian_57/mask4.jpg,1,000012,Asian,mask4,male,57
000012_male_Asian_57/mask5.jpg,1,000012,Asian,mask5,male,57
000012_male_Asian_57/normal.jpg,13,000012,Asian,normal,male,57
000012_male_Asian_57/normal2.jpg,1,000012,Asian,normal2,male,57
000012_male_Asian_57/normal3.jpg,1,000012,Asian,normal3,male,57
000012_male_Asian_57/normal4.jpg,1,000012,Asian,normal4,male,57
000012_male_Asian_57/normal5.jpg,1,000012,Asian,normal5,male,57
000014_female_Asian_58/incorrect_mask.jpg,10,000014,Asian,incorrect_mask,female,58
000014_female_Asian_58/incorrect_mask2.jpg,4,000014,Asian,incorrect_mask2,female,58
000014_female_Asian_58/incorrect_mask3.jpg,4,000014,Asian,incorrect_mask3,female,58
000014_female_Asian_58/incorrect_mask4.jpg,4,000014,Asian,incorrect_mask4,female,58
000014_female_Asian_58/incorrect_mask5.jpg,4,000014,Asian,incorrect_mask5,female,58
000014_female_Asian_58/mask1.jpg,4,000014,Asian,mask1,female,58
000014_female_Asian_58/mask2.jpg,4,000014,Asian,mask2,female,58
000014_female_Asian_58/mask3.jpg,4,000014,Asian,mask3,female,58
000014_female_Asian_58/mask4.jpg,4,000014,Asian,mask4,female,58
000014_female_Asian_58/mask5.jpg,4,000014,Asian,mask5,female,58
000014_female_Asian_58/normal.jpg,16,000014,Asian,normal,female,58
000014_female_Asian_58/normal2.jpg,4,000014,Asian,normal2,female,58
000014_female_Asian_58/normal3.jpg,4,000014,Asian,normal3,female,58
000014_female_Asian_58/normal4.jpg,4,000014,Asian,normal4,female,58
000014_female_Asian_58/normal5.jpg,4,000014,Asian,normal5,female,58
000015_male_Asian_55/incorrect_mask.jpg,7,000015,Asian,incorrect_mask,male,55
000015_male_Asian_55/incorrect_mask2.jpg,1,000015,Asian,incorrect_mask2,male,55
000015_male_Asian_55/incorrect_mask3.jpg,1,000015,Asian,incorrect_mask3,male,55
000015_male_Asian_55/incorrect_mask4.jpg,1,000015,Asian,incorrect_mask4,male,55
000015_male_Asian_55/incorrect_mask5.jpg,1,000015,Asian,incorrect_mask5,male,55
000015_male_Asian_55/mask1.jpg,1,000015,Asian,mask1,male,55
000015_male_Asian_55/mask2.jpg,1,000015,Asian,mask2,male,55
000015_male_Asian_55/mask3.jpg,1,000015,Asian,mask3,male,55
000015_male_Asian_55/mask4.jpg,1,000015,Asian,mask4,male,55
000015_male_Asian_55/mask5.jpg,1,000015,Asian,mask5,male,55
000015_male_Asian_55/normal.jpg,13,000015,Asian,normal,male,55
000015_male_Asian_55/normal2.jpg,1,000015,Asian,normal2,male,55
000015_male_Asian_55/normal3.jpg,1,000015,Asian,normal3,male,55
000015_male_Asian_55/normal4.jpg,1,000015,Asian,normal4,male,55
000015_male_Asian_55/normal5.jpg,1,000015,Asian,normal5,male,55
000016_female_Asian_58/incorrect_mask.jpg,10,000016,Asian,incorrect_mask,female,58
000016_female_Asian_58/incorrect_mask2.jpg,4,000016,Asian,incorrect_mask2,female,58
000016_female_Asian_58/incorrect_mask3.jpg,4,000016,Asian,incorrect_mask3,female,58
000016_female_Asian_58/incorrect_mask4.jpg,4,000016,Asian,incorrect_mask4,female,58
000016_female_Asian_58/incorrect_mask5.jpg,4,000016,Asian,incorrect_mask5,female,58
000016_female_Asian_58/mask1.jpg,4,000016,Asian,mask1,female,58
000016_female_Asian_58/mask2.jpg,4,000016,Asian,mask2,female,58
000016_female_Asian_58/mask3.jpg,4,000016,Asian,mask3,female,58
000016_female_Asian_58/mask4.jpg,4,000016,Asian,mask4,female,58
000016_female_Asian_58/mask5.jpg,4,000016,Asian,mask5,female,58
000016_female_Asian_58/normal.jpg,16,000016,Asian,normal,female,58
000016_female_Asian_58/normal2.jpg,4,000016,Asian,normal2,female,58
000016_female_Asian_58/normal3.jpg,4,000016,Asian,normal3,female,58
000016_female_Asian_58/normal4.jpg,4,000016,Asian,normal4,female,58
000016_female_Asian_58/normal5.jpg,4,000016,Asian,normal5,female,58
000018_female_Asian_59/incorrect_mask.jpg,10,000018,Asian,incorrect_mask,female,59
000018_female_Asian_59/incorrect_mask2.jpg,4,000018,Asian,incorrect_mask2,female,59
000018_female_Asian_59/incorrect_mask3.jpg,4,000018,Asian,incorrect_mask3,female,59
000018_female_Asian_59/incorrect_mask4.jpg,4,000018,Asian,incorrect_mask4,female,59
000018_female_Asian_59/incorrect_mask5.jpg,4,000018,Asian,incorrect_mask5,female,59
000018_female_Asian_59/mask1.jpg,4,000018,Asian,mask1,female,59
000018_female_Asian_59/mask2.jpg,4,000018,Asian,mask2,female,59
000018_female_Asian_59/mask3.jpg,4,000018,Asian,mask3,female,59
000018_female_Asian_59/mask4.jpg,4,000018,Asian,mask4,female,59
000018_female_Asian_59/mask5.jpg,4,000018,Asian,mask5,female,59
000018_female_Asian_59/normal.jpg,16,000018,Asian,normal,female,59
000018_female_Asian_59/normal2.jpg,4,000018,Asian,normal2,female,59
000018_female_Asian_59/normal3.jpg,4,000018,Asian,normal3,female,59
000018_female_Asian_59/normal4.jpg,4,000018,Asian,normal4,female,59
000018_female_Asian_59/normal5.jpg,4,000018,Asian,normal5,female,59
000019_female_Asian_57/incorrect_mask.jpg,10,000019,Asian,incorrect_mask,female,57
000019_female_Asian_57/incorrect_mask2.jpg,4,000019,Asian,incorrect_mask2,female,57
000019_female_Asian_57/incorrect_mask3.jpg,4,000019,Asian,incorrect_mask3,female,57
000019_female_Asian_57/incorrect_mask4.jpg,4,000019,Asian,incorrect_mask4,female,57
000019_female_Asian_57/incorrect_mask5.jpg,4,000019,Asian,incorrect_mask5,female,57
000019_female_Asian_57/mask1.jpg,4,000019,Asian,mask1,female,57
000019_female_Asian_57/mask2.jpg,4,000019,Asian,mask2,female,57
000019_female_Asian_57/mask3.jpg,4,000019,Asian,mask3,female,57
000019_female_Asian_57/mask4.jpg,4,000019,Asian,mask4,female,57
000019_female_Asian_57/mask5.jpg,4,000019,Asian,mask5,female,57
000019_female_Asian_57/normal.jpg,16,000019,Asian,normal,female,57
000019_female_Asian_57/normal2.jpg,4,000019,Asian,normal2,female,57
000019_female_Asian_57/normal3.jpg,4,000019,Asian,normal3,female,57
000019_female_Asian_57/normal4.jpg,4,000019,Asian,normal4,female,57
000019_female_Asian_57/normal5.jpg,4,000019,Asian,normal5,female,57
000020_female_Asian_50/incorrect_mask.jpg,10,000020,Asian,incorrect_mask,female,50
000020_female_Asian_50/incorrect_mask2.jpg,4,000020,Asian,incorrect_mask2,female,50
000020_female_Asian_50/incorrect_mask3.jpg,4,000020,Asian,incorrect_mask3,female,50
000020_female_Asian_50/incorrect_mask4.jpg,4,000020,Asian,incorrect_mask4,female,50
000020_female_Asian_50/incorrect_mask5.jpg,4,000020,Asian,incorrect_mask5,female,50
000020_female_Asian_50/mask1.jpg,4,000020,Asian,mask1,female,50
000020_female_Asian_50/mask2.jpg,4,000020,Asian,mask2,female,50
000020_female_Asian_50/mask3.jpg,4,000020,Asian,mask3,female,50
000020_female_Asian_50/mask4.jpg,4,000020,Asian,mask4,female,50
000020_female_Asian_50/mask5.jpg,4,000020,Asian,mask5,female,50
000020_female_Asian_50/normal.jpg,16,000020,Asian,normal,female,50
000020_female_Asian_50/normal2.jpg,4,000020,Asian,normal2,female,50
000020_female_Asian_50/normal3.jpg,4,000020,Asian,normal3,female,50
000020_female_Asian_50/normal4.jpg,4,000020,Asian,normal4,female,50
000020_female_Asian_50/normal5.jpg,4,000020,Asian,normal5,female,50
000021_female_Asian_54/incorrect_mask.jpg,10,000021,Asian,incorrect_mask,female,54
000021_female_Asian_54/incorrect_mask2.jpg,4,000021,Asian,incorrect_mask2,female,54
000021_female_Asian_54/incorrect_mask3.jpg,4,000021,Asian,incorrect_mask3,female,54
000021_female_Asian_54/incorrect_mask4.jpg,4,000021,Asian,incorrect_mask4,female,54
000021_female_Asian_54/incorrect_mask5.jpg,4,000021,Asian,incorrect_mask5,female,54
000021_female_Asian_54/mask1.jpg,4,000021,Asian,mask1,female,54
000021_female_Asian_54/mask2.jpg,4,000021,Asian,mask2,female,54
000021_female_Asian_54/mask3.jpg,4,000021,Asian,mask3,female,54
000021_female_Asian_54/mask4.jpg,4,000021,Asian,mask4,female,54
000021_female_Asian_54/mask5.jpg,4,000021,Asian,mask5,female,54
000021_female_Asian_54/normal.jpg,16,000021,Asian,normal,female,54
000021_female_Asian_54/normal2.jpg,4,000021,Asian,normal2,female,54
000021_female_Asian_54/normal3.jpg,4,000021,Asian,normal3,female,54
000021_female_Asian_54/normal4.jpg,4,000021,Asian,normal4,female,54
000021_female_Asian_54/normal5.jpg,4,000021,Asian,normal5,female,54
000022_female_Asian_58/incorrect_mask.jpg,10,000022,Asian,incorrect_mask,female,58
000022_female_Asian_58/incorrect_mask2.jpg,4,000022,Asian,incorrect_mask2,female,58
000022_female_Asian_58/incorrect_mask3.jpg,4,000022,Asian,incorrect_mask3,female,58
000022_female_Asian_58/incorrect_mask4.jpg,4,000022,Asian,incorrect_mask4,female,58
000022_female_Asian_58/incorrect_mask5.jpg,4,000022,Asian,incorrect_mask5,female,58
000022_female_Asian_58/mask1.jpg,4,000022,Asian,mask1,female,58
000022_female_Asian_58/mask2.jpg,4,000022,Asian,mask2,female,58
000022_female_Asian_58/mask3.jpg,4,000022,Asian,mask3,female,58
000022_female_Asian_58/mask4.jpg,4,000022,Asian,mask4,female,58
000022_female_Asian_58/mask5.jpg,4,000022,Asian,mask5,female,58
000022_female_Asian_58/normal.jpg,16,000022,Asian,normal,female,58
000022_female_Asian_58/normal2.jpg,4,000022,Asian,normal2,female,58
000022_female_Asian_58/normal3.jpg,4,000022,Asian,normal3,female,58
000022_female_Asian_58/normal4.jpg,4,000022,Asian,normal4,female,58
000022_female_Asian_58/normal5.jpg,4,000022,Asian,normal5,female,58
000023_female_Asian_55/incorrect_mask.jpg,10,000023,Asian,incorrect_mask,female,55
000023_female_Asian_55/incorrect_mask2.jpg,4,000023,Asian,incorrect_mask2,female,55
000023_female_Asian_55/incorrect_mask3.jpg,4,000023,Asian,incorrect_mask3,female,55
000023_female_Asian_55/incorrect_mask4.jpg,4,000023,Asian,incorrect_mask4,female,55
000023_female_Asian_55/incorrect_mask5.jpg,4,000023,Asian,incorrect_mask5,female,55
000023_female_Asian_55/mask1.jpg,4,000023,Asian,mask1,female,55
000023_female_Asian_55/mask2.jpg,4,000023,Asian,mask2,female,55
000023_female_Asian_55/mask3.jpg,4,000023,Asian,mask3,female,55
000023_female_Asian_55/mask4.jpg,4,000023,Asian,mask4,female,55
000023_female_Asian_55/mask5.jpg,4,000023,Asian,mask5,female,55
000023_female_Asian_55/normal.jpg,16,000023,Asian,normal,female,55
000023_female_Asian_55/normal2.jpg,4,000023,Asian,normal2,female,55
000023_female_Asian_55/normal3.jpg,4,000023,Asian,normal3,female,55
000023_female_Asian_55/normal4.jpg,4,000023,Asian,normal4,female,55
000023_female_Asian_55/normal5.jpg,4,000023,Asian,normal5,female,55
000024_female_Asian_58/incorrect_mask.jpg,10,000024,Asian,incorrect_mask,female,58
000024_female_Asian_58/incorrect_mask2.jpg,4,000024,Asian,incorrect_mask2,female,58
000024_female_Asian_58/incorrect_mask3.jpg,4,000024,Asian,incorrect_mask3,female,58
000024_female_Asian_58/incorrect_mask4.jpg,4,000024,Asian,incorrect_mask4,female,58
000024_female_Asian_58/incorrect_mask5.jpg,4,000024,Asian,incorrect_mask5,female,58
000024_female_Asian_58/mask1.jpg,4,000024,Asian,mask1,female,58
000024_female_Asian_58/mask2.jpg,4,000024,Asian,mask2,female,58
000024_female_Asian_58/mask3.jpg,4,000024,Asian,mask3,female,58
000024_female_Asian_58/mask4.jpg,4,000024,Asian,mask4,female,58
000024_female_Asian_58/mask5.jpg,4,000024,Asian,mask5,female,58
000024_female_Asian_58/normal.jpg,16,000024,Asian,normal,female,58
000024_female_Asian_58/normal2.jpg,4,000024,Asian,normal2,female,58
000024_female_Asian_58/normal3.jpg,4,000024,Asian,normal3,female,58
000024_female_Asian_58/normal4.jpg,4,000024,Asian,normal4,female,58
000024_female_Asian_58/normal5.jpg,4,000024,Asian,normal5,female,58
000025_female_Asian_49/incorrect_mask.jpg,10,000025,Asian,incorrect_mask,female,49
000025_female_Asian_49/incorrect_mask2.jpg,4,000025,Asian,incorrect_mask2,female,49
000025_female_Asian_49/incorrect_mask3.jpg,4,000025,Asian,incorrect_mask3,female,49
000025_female_Asian_49/incorrect_mask4.jpg,4,000025,Asian,incorrect_mask4,female,49
000025_female_Asian_49/incorrect_mask5.jpg,4,000025,Asian,incorrect_mask5,female,49
000025_female_Asian_49/mask1.jpg,4,000025,Asian,mask1,female,49
000025_female_Asian_49/mask2.jpg,4,000025,Asian,mask2,female,49
000025_female_Asian_49/mask3.jpg,4,000025,Asian,mask3,female,49
000025_female_Asian_49/mask4.jpg,4,000025,Asian,mask4,female,49
000025_female_Asian_49/mask5.jpg,4,000025,Asian,mask5,female,49
000025_female_Asian_49/normal.jpg,16,000025,Asian,normal,female,49
000025_female_Asian_49/normal2.jpg,4,000025,Asian,normal2,female,49
000025_female_Asian_49/normal3.jpg,4,000025,Asian,normal3,female,49
000025_female_Asian_49/normal4.jpg,4,000025,Asian,normal4,female,49
000025_female_Asian_49/normal5.jpg,4,000025,Asian,normal5,female,49
000026_female_Asian_56/incorrect_mask.jpg,10,000026,Asian,incorrect_mask,female,56
000026_female_Asian_56/incorrect_mask2.jpg,4,000026,Asian,incorrect_mask2,female,56
000026_female_Asian_56/incorrect_mask3.jpg,4,000026,Asian,incorrect_mask3,female,56
000026_female_Asian_56/incorrect_mask4.jpg,4,000026,Asian,incorrect_mask4,female,56
000026_female_Asian_56/incorrect_mask5.jpg,4,000026,Asian,incorrect_mask5,female,56
000026_female_Asian_56/mask1.jpg,4,000026,Asian,mask1,female,56
000026_female_Asian_56/mask2.jpg,4,000026,Asian,mask2,female,56
000026_female_Asian_56/mask3.jpg,4,000026,Asian,mask3,female,56
000026_female_Asian_56/mask4.jpg,4,000026,Asian,mask4,female,56
000026_female_Asian_56/mask5.jpg,4,000026,Asian,mask5,female,56
000026_female_Asian_56/normal.jpg,16,000026,Asian,normal,female,56
000026_female_Asian_56/normal2.jpg,4,000026,Asian,normal2,female,56
000026_female_Asian_56/normal3.jpg,4,000026,Asian,normal3,female,56
000026_female_Asian_56/normal4.jpg,4,000026,Asian,normal4,female,56
000026_female_Asian_56/normal5.jpg,4,000026,Asian,normal5,female,56
000028_female_Asian_58/incorrect_mask.jpg,10,000028,Asian,incorrect_mask,female,58
000028_female_Asian_58/incorrect_mask2.jpg,4,000028,Asian,incorrect_mask2,female,58
000028_female_Asian_58/incorrect_mask3.jpg,4,000028,Asian,incorrect_mask3,female,58
000028_female_Asian_58/incorrect_mask4.jpg,4,000028,Asian,incorrect_mask4,female,58
000028_female_Asian_58/incorrect_mask5.jpg,4,000028,Asian,incorrect_mask5,female,58
000028_female_Asian_58/mask1.jpg,4,000028,Asian,mask1,female,58
000028_female_Asian_58/mask2.jpg,4,000028,Asian,mask2,female,58
000028_female_Asian_58/mask3.jpg,4,000028,Asian,mask3,female,58
000028_female_Asian_58/mask4.jpg,4,000028,Asian,mask4,female,58
000028_female_Asian_58/mask5.jpg,4,000028,Asian,mask5,female,58
000028_female_Asian_58/normal.jpg,16,000028,Asian,normal,female,58
000028_female_Asian_58/normal2.jpg,4,000028,Asian,normal2,female,58
000028_female_Asian_58/normal3.jpg,4,000028,Asian,normal3,female,58
000028_female_Asian_58/normal4.jpg,4,000028,Asian,normal4,female,58
000028_female_Asian_58/normal5.jpg,4,000028,Asian,normal5,female,58
000029_female_Asian_58/incorrect_mask.jpg,10,000029,Asian,incorrect_mask,female,58
000029_female_Asian_58/incorrect_mask2.jpg,4,000029,Asian,incorrect_mask2,female,58
000029_female_Asian_58/incorrect_mask3.jpg,4,000029,Asian,incorrect_mask3,female,58
000029_female_Asian_58/incorrect_mask4.jpg,4,000029,Asian,incorrect_mask4,female,58
000029_female_Asian_58/incorrect_mask5.jpg,4,000029,Asian,incorrect_mask5,female,58
000029_female_Asian_58/mask1.jpg,4,000029,Asian,mask1,female,58
000029_female_Asian_58/mask2.jpg,4,000029,Asian,mask2,female,58
000029_female_Asian_58/mask3.jpg,4,000029,Asian,mask3,female,58
000029_female_Asian_58/mask4.jpg,4,000029,Asian,mask4,female,58
000029_female_Asian_58/mask5.jpg,4,000029,Asian,mask5,female,58
000029_female_Asian_58/normal.jpg,16,000029,Asian,normal,female,58
000029_female_Asian_58/normal2.jpg,4,000029,Asian,normal2,female,58
